LOCATION,Country,TYPE_VAR,Type of indicator,VARIABLE,Indicator,WB,Current/Future Well-being,SEX,Sex,AGE,Age,EDUCATION,Education,TIME,Time,Value,Flag Codes,Flags
AUS,Australia,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2011,2011,12.09525168,,
AUS,Australia,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2012,2012,12.09525168,,
AUS,Australia,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2013,2013,12.09525168,,
AUS,Australia,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2014,2014,12.09525168,,
AUS,Australia,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2015,2015,12.09525168,,
AUS,Australia,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2016,2016,12.09525168,,
AUS,Australia,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2017,2017,12.09525168,,
AUS,Australia,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2018,2018,12.09525168,,
AUS,Australia,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2019,2019,12.09525168,,
AUS,Australia,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2020,2020,12.09525168,,
AUS,Australia,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2021,2021,12.09525168,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2004,2004,76.6,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2005,2005,76.3,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2006,2006,76.9,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2007,2007,76.1,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2008,2008,73.2,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2009,2009,72.9,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2010,2010,74,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2011,2011,72,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2012,2012,72.8,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2013,2013,71.6,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2014,2014,70.6,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2015,2015,72.3,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2016,2016,71.1,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2017,2017,71.7,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2018,2018,71.8,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2019,2019,70.5,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2020,2020,73.1,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2010,2010,92.15763211,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2011,2011,92.15763211,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2012,2012,92.15763211,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2013,2013,92.15763211,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2014,2014,92.15763211,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2015,2015,92.15763211,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2016,2016,92.15763211,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2017,2017,92.15763211,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2018,2018,92.15763211,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2019,2019,92.15763211,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2020,2020,92.15763211,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2021,2021,92.15763211,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),8_2,Voter turnout ,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2017,2017,85.72417,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2010,2010,81.72220588,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2011,2011,81.72220588,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2012,2012,81.72220588,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2013,2013,81.72220588,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2014,2014,81.72220588,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2015,2015,81.72220588,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2016,2016,81.72220588,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2017,2017,81.72220588,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2018,2018,81.72220588,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2019,2019,81.72220588,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2020,2020,81.72220588,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2021,2021,81.72220588,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),11_1,Life satisfaction,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2013,2013,7.87038699,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),11_1,Life satisfaction,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2018,2018,8,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2010,2010,8.935589343,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2011,2011,8.935589343,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2012,2012,8.935589343,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2013,2013,8.935589343,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2014,2014,8.935589343,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2015,2015,8.935589343,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2016,2016,8.935589343,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2017,2017,8.935589343,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2018,2018,8.935589343,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2019,2019,8.935589343,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2020,2020,8.935589343,,
AUT,Austria,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2021,2021,8.935589343,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2004,2004,79.5,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2005,2005,78.2,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2006,2006,78.5,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2007,2007,77.9,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2008,2008,78.8,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2009,2009,79.2,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2010,2010,78.6,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2011,2011,78.1,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2012,2012,77.5,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2013,2013,78.4,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2014,2014,78.7,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2015,2015,77.3,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2016,2016,76.6,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2017,2017,76,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2018,2018,75.9,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2019,2019,74.4,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2020,2020,76,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2010,2010,90.69951177,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2011,2011,90.69951177,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2012,2012,90.69951177,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2013,2013,90.69951177,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2014,2014,90.69951177,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2015,2015,90.69951177,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2016,2016,90.69951177,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2017,2017,90.69951177,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2018,2018,90.69951177,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2019,2019,90.69951177,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2020,2020,90.69951177,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2021,2021,90.69951177,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2010,2010,65.20684958,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2011,2011,65.20684958,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2012,2012,65.20684958,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2013,2013,65.20684958,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2014,2014,65.20684958,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2015,2015,65.20684958,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2016,2016,65.20684958,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2017,2017,65.20684958,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2018,2018,65.20684958,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2019,2019,65.20684958,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2020,2020,65.20684958,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2021,2021,65.20684958,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2011,2011,87.3,D,Difference in methodology
CAN,Canada,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2012,2012,88.2,D,Difference in methodology
CAN,Canada,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2013,2013,88.7,D,Difference in methodology
CAN,Canada,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2014,2014,87.3,D,Difference in methodology
CAN,Canada,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2015,2015,87.1,B; D,Break; Difference in methodology
CAN,Canada,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2016,2016,87.1,D,Difference in methodology
CAN,Canada,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2017,2017,86.8,D,Difference in methodology
CAN,Canada,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2018,2018,87.4,D,Difference in methodology
CAN,Canada,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2019,2019,87.1,D,Difference in methodology
CAN,Canada,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2020,2020,86.7,D,Difference in methodology
CAN,Canada,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2010,2010,92.81238317,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2011,2011,92.81238317,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2012,2012,92.81238317,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2013,2013,92.81238317,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2014,2014,92.81238317,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2015,2015,92.81238317,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2016,2016,92.81238317,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2017,2017,92.81238317,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2018,2018,92.81238317,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2019,2019,92.81238317,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2020,2020,92.81238317,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2021,2021,92.81238317,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2010,2010,80.07591963,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2011,2011,80.07591963,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2012,2012,80.07591963,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2013,2013,80.07591963,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2014,2014,80.07591963,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2015,2015,80.07591963,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2016,2016,80.07591963,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2017,2017,80.07591963,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2018,2018,80.07591963,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2019,2019,80.07591963,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2020,2020,80.07591963,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2021,2021,80.07591963,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2010,2010,11.49814948,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2011,2011,11.49814948,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2012,2012,11.49814948,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2013,2013,11.49814948,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2014,2014,11.49814948,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2015,2015,11.49814948,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2016,2016,11.49814948,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2017,2017,11.49814948,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2018,2018,11.49814948,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2019,2019,11.49814948,,
